specID	specName	source	spellID	name	passive	selected	charges	cooldownMS	rechargeMS	overrideSpellID	description	origin
577	Havoc	talent	428232	Scars of Suffering	true			0			Increases Versatility by 4% and reduces threat generated by 8%.	sweep
577	Havoc	talent	258881	Trail of Ruin	true			0			The final slash of Blade Dance inflicts an additional 1,837 Chaos damage over 4 sec.	sweep
577	Havoc	talent	390158	Growing Inferno	true			0			Immolation Aura's damage increases by 10% each time it deals damage.	sweep
577	Havoc	talent	391189	Burning Wound	true			0			Demon's Bite and Throw Glaive leave open wounds on your enemies, dealing 1,874 Chaos damage over 15 sec and increasing damage taken from your Immolation Aura by 35%. May be applied to up to 3 targets.	sweep
577	Havoc	talent	388107	Ragefire	true			0			Each time Immolation Aura deals damage, 35% of the damage dealt by up to 3 critical strikes is gathered as Ragefire. When Immolation Aura expires you explode, dealing all stored Ragefire damage to nearby enemies.	sweep
577	Havoc	talent	1220506	Screaming Brutality	true			0			Blade Dance automatically triggers Throw Glaive on your primary target for 100% damage and each slash has a 50% chance to Throw Glaive an enemy for 35% damage.	sweep
577	Havoc	talent	370965	The Hunt	false			90000			Charge to your target, striking them for 16,961 Chaos damage, rooting them in place for 1.5 sec and inflicting 12,905 Chaos damage over 6 sec to up to 5 enemies in your path. 	sweep
577	Havoc	talent	213410	Demonic	true			0			Eye Beam causes you to enter demon form for 5 sec after it finishes dealing damage.	sweep
577	Havoc	talent	320374	Burning Hatred	true			0			Immolation Aura generates an additional 24 Fury over 6 sec.	sweep
577	Havoc	talent	206416	First Blood	true			0			Blade Dance deals 6,970 Chaos damage to the first target struck.	sweep
577	Havoc	talent	1266316	Burn It Out	true			0			Immolation Aura removes 1 Disease effect.	sweep
577	Havoc	talent	1266496	Soul Cleanse	true			0			Immolation Aura removes 1 Curse effect.	sweep
577	Havoc	talent	1266329	Demon Muzzle	true			0			Interrupting a spell with Disrupt decreases your magic damage taken by 15% for 12 sec.	sweep
577	Havoc	talent	1266328	Remorseless	true			0			Attacks and abilities that spend Fury deal 3% increased damage.	sweep
577	Havoc	talent	320635	Vengeful Bonds	true			0			Vengeful Retreat reduces the movement speed of all nearby enemies by 70% for 3 sec.	sweep
577	Havoc	talent	320386	Bouncing Glaives	true			0			Throw Glaive ricochets to 1 additional target.	sweep
577	Havoc	talent	207347	Aura of Pain	true			0			Increases the critical strike chance of Immolation Aura by 6%.	sweep
577	Havoc	talent	393822	Internal Struggle	true			0			Increases your mastery by 2.2%.	sweep
577	Havoc	talent	389696	Illidari Knowledge	true			0			Reduces magic damage taken by 3%.	sweep
577	Havoc	talent	204909	Soul Rending	true			0			Leech increased by 6%. Gain an additional 6% leech while Metamorphosis is active.	sweep
577	Havoc	talent	183782	Disrupting Fury	true			0			Disrupt generates 30 Fury on a successful interrupt.	sweep
577	Havoc	talent	320361	Improved Disrupt	true			0			Increases the range of Disrupt to 10 yds.	sweep
577	Havoc	talent	389846	Felfire Haste	true			0			Fel Rush increases your movement speed by 10% for 8 sec.	sweep
577	Havoc	talent	320654	Pursuit	true			0			Mastery increases your movement speed.	sweep
577	Havoc	talent	320770	Unrestrained Fury	true			0			Increases maximum Fury by 20.	sweep
577	Havoc	talent	198793	Vengeful Retreat	false			25000			Remove all snares and vault away. Nearby enemies take 408 Physical damage.	sweep
577	Havoc	talent	320418	Improved Sigil of Misery	true			0			Reduces the cooldown of Sigil of Misery by 30 sec.	sweep
577	Havoc	talent	207684	Sigil of Misery	false		1	0	120000		Place a Sigil of Misery at the target location that activates after 2 sec. Causes all enemies affected by the sigil to cower in fear, disorienting them for 15 sec.	sweep
577	Havoc	talent	389849	Lost in Darkness	true			0			Spectral Sight has 5 sec reduced cooldown and no longer reduces movement speed. 	sweep
577	Havoc	talent	213010	Charred Warblades	true			0			You heal for 3% of all Fire damage you deal.	sweep
577	Havoc	talent	1266330	Soul Splitter	true			0			Any time you would generate one or more Soul Fragments, you have a 2% chance to generate an additional Soul Fragment.	sweep
577	Havoc	talent	389824	Shattered Restoration	true			0			The healing of Shattered Souls is increased by 10%.	sweep
577	Havoc	talent	179057	Chaos Nova	false			45000			Unleash an eruption of fel energy, dealing 701 Chaos damage and stunning all nearby enemies for 3 sec.	sweep
577	Havoc	talent	389763	Master of the Glaive	true			0			Throw Glaive has 2 charges and snares all enemies hit by 50% for 6 sec.	sweep
577	Havoc	talent	429211	Champion of the Glaive	true			0			Throw Glaive has 2 charges and 10 yard increased range.	sweep
577	Havoc	talent	391397	Erratic Felheart	true			0			The cooldown of Fel Rush is reduced by 1.0 sec.	sweep
577	Havoc	talent	1266307	Demonic Resilience	true			0			Blur gains 1 additional charge.	sweep
577	Havoc	talent	391409	Aldrachi Design	true			0			Increases your chance to parry by 3%.	sweep
577	Havoc	talent	389695	Will of the Illidari	true			0			Increases maximum health by 3%.	sweep
577	Havoc	talent	389781	Long Night	true			0			Increases the duration of Darkness by 3 sec.	sweep
577	Havoc	talent	389783	Pitch Black	true			0			Reduces the cooldown of Darkness by 120 sec.	sweep
577	Havoc	talent	196718	Darkness	false			300000			Summons darkness around you in an 8 yd radius, granting friendly targets a 15% chance to avoid all damage from an attack. Lasts 8 sec. Chance to avoid damage increased by 100% when not in a raid.	sweep
577	Havoc	talent	1266762	Felbound	true			0			Your movement speed is increased by 3%.	sweep
577	Havoc	talent	320331	Infernal Armor	true			0			Immolation Aura increases your armor by 20% and causes melee attackers to suffer 306 Fire damage.	sweep
577	Havoc	talent	320313	Swallowed Anger	true			0			Consume Magic generates 20 Fury when a beneficial Magic effect is successfully removed from the target.	sweep
577	Havoc	talent	278326	Consume Magic	false			10000			Consume 1 beneficial Magic effect removing it from the target.	sweep
577	Havoc	talent	217832	Imprison	false			45000			Imprisons a demon, beast, or humanoid, incapacitating them for 1 min. Damage may cancel the effect. Limit 1.	sweep
577	Havoc	talent	232893	Felblade	false			12000			Charge to your target and deal 3,138 Fire damage. |cFFFFFFFFGenerates 15 Fury.|r	sweep
577	Havoc	talent	391275	Accelerated Blade	true			0			Throw Glaive deals 60% increased damage, reduced by 30% for each previous enemy hit.	sweep
577	Havoc	talent	389977	Relentless Onslaught	true			0			Chaos Strike has a 10% chance to trigger a second Chaos Strike.	sweep
577	Havoc	talent	388106	Soulscar	true			0			Throw Glaive causes targets to take an additional 80% of damage dealt as Chaos over 6 sec.	sweep
577	Havoc	talent	390154	Serrated Glaive	true			0			Enemies hit by Chaos Strike or Throw Glaive take 15% increased damage from Chaos Strike and Throw Glaive for 15 sec.	sweep
577	Havoc	talent	389978	Dancing with Fate	true			0			The final slash of Blade Dance deals an additional 25% damage.	sweep
577	Havoc	talent	428241	Demon Hide	true			0			Magical damage increased by 3%, and Physical damage taken reduced by 5%.	sweep
577	Havoc	talent	198013	Eye Beam	false			30000			Blasts all enemies in front of you, for up to 20,552 Chaos damage over 1.7 sec. Deals reduced damage beyond 5 targets.	sweep
577	Havoc	talent	347461	Unbound Chaos	true			0			The Hunt and Vengeful Retreat increase the damage of your next Fel Rush or Felblade by 300%. Lasts 12 sec.	sweep
577	Havoc	talent	206476	Exergy	true			0			The Hunt and Vengeful Retreat increase your damage by 5% for 20 sec.	sweep
577	Havoc	talent	427640	Inertia	true			0			The Hunt and Vengeful Retreat cause your next Fel Rush or Felblade to empower you, increasing damage by 18% for 5 sec.	sweep
577	Havoc	talent	389688	Tactical Retreat	true			0			Vengeful Retreat has a 5 sec reduced cooldown and generates 80 Fury over 10 sec.	sweep
577	Havoc	talent	389693	Inner Demon	true			0			Entering demon form causes your next Chaos Strike to unleash your inner demon, causing it to crash into your target and deal 5,436 Chaos damage to all nearby enemies. Deals reduced damage beyond 5 targets.	sweep
577	Havoc	talent	388112	Chaotic Transformation	true			0			When you activate Metamorphosis, the cooldowns of Blade Dance and Eye Beam are immediately reset.	sweep
577	Havoc	talent	343311	Furious Gaze	true			0			When Eye Beam finishes fully channeling, your Haste is increased by an additional 8% for 8 sec.	sweep
577	Havoc	talent	203550	Blind Fury	true			0			Eye Beam generates 30 Fury every second, has 10% increased duration, and deals 10% increased damage.	sweep
577	Havoc	talent	388108	Initiative	true			0			Damaging an enemy before they damage you increases your critical strike chance by 10% for 5 sec. Vengeful Retreat refreshes your potential to trigger this effect on any enemies you are in combat with.	sweep
577	Havoc	talent	320413	Critical Chaos	true			0			The chance that Chaos Strike will refund 20 Fury is increased by 30% of your critical strike chance.	sweep
577	Havoc	talent	343206	Improved Chaos Strike	true			0			Chaos Strike damage increased by 10%.	sweep
