specID	specName	source	spellID	name	passive	selected	charges	cooldownMS	rechargeMS	overrideSpellID	description	origin
63	Fire	talent	30449	Spellsteal	false			0			Steals a beneficial magic effect from the target. This effect lasts a maximum of 2 min.	sweep
63	Fire	talent	414659	Ice Cold	true			0			Ice Block now reduces all damage taken by 70% for 6 sec but no longer grants Immunity, prevents movement, attacks, or casting spells. Does not incur the Global Cooldown.	sweep
63	Fire	talent	1265517	Permafrost Bauble	true			0			The cooldown of Ice Block and Ice Cold are reduced by 30 sec.	sweep
63	Fire	talent	386763	Freezing Cold	true			0			Enemies hit by Cone of Cold are frozen in place for 5 sec instead of snared. When your roots expire or are dispelled, your target is snared by 80%, decaying over 3 sec.	sweep
63	Fire	talent	157997	Ice Nova	false			25000			Causes a whirl of icy wind around the enemy, dealing 586 Frost damage to the target and all other enemies within 8 yds, freezing them in place for 2 sec. Damage reduced beyond 8 targets.	sweep
63	Fire	talent	113724	Ring of Frost	false			45000			Summons a Ring of Frost for 10 sec at the target location. Enemies entering the ring are incapacitated for 10 sec. Limit 10 targets. When the incapacitate expires, enemies are slowed by 65% for 4 sec.	sweep
63	Fire	talent	383121	Mass Polymorph	false			60000			Transforms all enemies within 10 yards into sheep, wandering around incapacitated for 15 sec. While affected, the victims cannot take actions but will regenerate health very quickly. Damage will cancel the effect. Only works on Beasts, Humanoids and Critters.	sweep
63	Fire	talent	455428	Barrier Diffusion	true			0			When your Barrier is removed, reduce its cooldown by 5 sec.	sweep
63	Fire	talent	414664	Mass Invisibility	false			300000			You and your allies within 40 yards instantly become invisible for 12 sec. Taking any action will cancel the effect. Does not affect allies in combat.	sweep
63	Fire	talent	1244031	Spatial Manipulation	true			0			Blink gains an additional charge.	sweep
63	Fire	talent	1270829	Reflection	true			0			After casting Blink, it is replaced with Reflection for 8 sec. |T132171:24|t |cffffffffReflection|r Teleports you back to where you last Blinked. Castable while casting and unaffected by the global cooldown.	sweep
63	Fire	talent	382268	Flow of Time	true			0			The cooldowns of Blink and Shimmer are reduced by 3 sec.	sweep
63	Fire	talent	382490	Tome of Antonidas	true			0			Increases Haste by 2%. 	sweep
63	Fire	talent	386828	Energized Barriers	true			0			Casting your barrier removes all snare effects.	sweep
63	Fire	talent	342249	Master of Time	true			0			Reduces the cooldown of Alter Time by 5 sec. 	sweep
63	Fire	talent	382297	Quick Witted	true			0			Counterspell's cooldown is reduced by 5 sec.	sweep
63	Fire	talent	212653	Shimmer	false		1	500	30000		Teleports you 20 yds forward, unless something is in the way. Unaffected by the global cooldown and castable while casting.	sweep
63	Fire	talent	1244340	Improved Blink	true			0			Blink's cooldown is reduced by 2 sec.	sweep
63	Fire	talent	1250315	Frost Conditioning	true			0			Hypothermia's duration is reduced by 10 sec.	sweep
63	Fire	talent	343183	Improved Frost Nova	true			0			Frost Nova duration is increased by 2 sec.	sweep
63	Fire	talent	205036	Ice Ward	true			0			Frost Nova now has 2 charges.	sweep
63	Fire	talent	382293	Incantation of Swiftness	true			0			Invisibility increases your movement speed by 20% for 6 sec.	sweep
63	Fire	talent	383092	Arcane Warding	true			0			Reduces magic damage taken by 4%.	sweep
63	Fire	talent	342245	Alter Time	false			60000			Alters the fabric of time, returning you to your current location and health when cast a second time, or after 10 sec. Effect negated by long distance or death.	sweep
63	Fire	talent	475	Remove Curse	false			8000			Removes all Curses from a friendly target. 	sweep
63	Fire	talent	235313	Blazing Barrier	false			30000			Shields you in flame, absorbing 128,852 damage for 1 min. Melee attacks against you cause the attacker to take 61 Fire damage.	sweep
63	Fire	talent	45438	Ice Block	false		1	0	240000		Encases you in a block of ice, protecting you from all attacks and damage for 10 sec, but during that time you cannot attack, move, or cast spells. Causes Hypothermia, preventing you from recasting Ice Block for 30 sec.	sweep
63	Fire	talent	382424	Winter's Protection	true			0			The cooldown of Ice Block is reduced by 30 sec.	sweep
63	Fire	talent	55342	Mirror Image	false			120000			Creates 3 copies of you nearby for 15 sec, which cast spells and attack your enemies. While active, you generate significantly reduced threat. Taking direct damage will cause one of your images to dissipate	sweep
63	Fire	talent	1270872	Captured Thoughts	true			0			The duration of Clearcasting is increased by 15 sec.	sweep
63	Fire	talent	382493	Tome of Rhonin	true			0			Increases critical strike chance by 2%.	sweep
63	Fire	talent	387807	Time Manipulation	true			0			The cooldown of your loss of control spells are reduced by 5 sec.	sweep
63	Fire	talent	110959	Greater Invisibility	false			120000			Makes you invisible and untargetable for 20 sec, removing all threat. Any action taken cancels this effect. 	sweep
63	Fire	hero	431178	Flash Freezeburn	true			0			Meteor's damage is increased by 25%. Meteor now grants Frostfire Empowerment.	sweep
63	Fire	hero	431067	Elemental Affinity	true			0				sweep
63	Fire	hero	431112	Flame and Frost	true			0			Ice Block and Ice Cold reset the cooldowns of your Fire spells. Cauterize resets the cooldown of your Frost spells with a base cooldown shorter than 4 minutes when it activates.	sweep
63	Fire	hero	1248014	Dualcasting Adept	true			0			Your Frost and Fire spells deal 20% increased critical strike damage. Ice Lance and Pyroblast  have their damage increased by 40%.	sweep
63	Fire	hero	431095	Isothermic Core	true			0			Meteor now also calls down a Comet Storm, dealing 2,758 Frost damage to nearby enemies. Comet Storm now also calls down a Meteor, dealing 3,821 Fire damage to nearby enemies.	sweep
63	Fire	hero	1248016	Blast Radius	true			0			The damage of Meteor and Comet Storm is increased.	sweep
63	Fire	hero	1248002	Heat Sink	true			0			Flurry and Fire Blast now deal Frostfire damage and their damage is increased by 15%.	sweep
63	Fire	hero	431166	Frostfire Infusion	true			0			Frostfire Bolt has and additional 5% chance to grant Brain Freeze and its critical strike chance is increased by 15%. The damage of your Frost spells and Fire spells are increased by 4%.	sweep
63	Fire	hero	431117	Thermal Conditioning	true			0			Frostfire Bolt's cast time is reduced by 10%.	sweep
63	Fire	hero	431189	Severe Temperatures	true			0			Frostfire Empowerment stacks 1 additional time and it causes Frostfire Bolt to explode for an additional 20% of its damage.	sweep
63	Fire	hero	431176	Frostfire Empowerment	true			0			Casting Frostfire spells has a 10% chance to activate Frostfire Empowerment, causing your next Frostfire Bolt to be instant cast, deal 60% increased damage, explode for 60% of its damage to nearby enemies. Damage reduced beyond 5 targets. Damage from Frostfire Empowerment applies 1 stack of Freezing.	sweep
63	Fire	hero	431066	Imbued Warding	true			0				sweep
63	Fire	hero	431131	Meltdown	true			0			You melt slightly out of your Ice Block and Ice Cold, allowing you to move slowly during Ice Block and increasing your movement speed over time. Ice Block and Ice Cold trigger a Blazing Barrier when they end.	sweep
63	Fire	hero	1260272	Ashes of Inspiration	true			0			When your Arcane Phoenix expires, it grants you Lesser Time Warp for 6 sec. |T458224:24|t |cffffffffLesser Time Warp|r Warp the flow of time, increasing your haste by 15%.	sweep
63	Fire	hero	451035	Burden of Power	true			0			Arcane Blast damage increased by 30%. Arcane Pulse damage increased by 20%.	sweep
63	Fire	hero	449382	Codex of the Sunstriders	true			0			When your Arcane Phoenix is summoned, it consumes all your Spellfire Spheres. Each Sphere consumed increases your spell damage during Arcane Surge by 1% and causes your Arcane Phoenix to cast an exceptional Arcane or Fire spell over its duration.	sweep
63	Fire	hero	449619	Memory of Al'ar	true			0			During Arcane Surge, you gain twice as many stacks of Mana Cascade. When your Arcane Phoenix expires, it empowers you, granting Arcane Soul for 4.0 sec. |T2065625:24|t|cffffffffArcane Soul|r: Arcane Barrage grants Clearcasting and generates 4 Arcane Charges. Each cast of Arcane Barrage grants 5 stacks of Arcane Salvo and casting Arcane Barrage does not consume Arcane Salvo.	sweep
63	Fire	hero	448601	Spellfire Spheres	true			0			Casting a damaging spell has a 12% chance to conjure a Spellfire Sphere. While you're out of combat, you will slowly conjure Spellfire Spheres over time. |T6712960:24|t |cffffffffSpellfire Sphere|r Increases your spell damage by 1.0%. Stacks up to 3 times.	sweep
63	Fire	hero	449596	Rondurmancy	true			0			Spellfire Spheres can now stack up to 5 times.	sweep
63	Fire	hero	449330	Merely a Setback	true			0			The bonuses provided by your Barrier spells persist an additional 8 sec after your Barrier is removed.	sweep
63	Fire	hero	1255166	Time Twist	true			0			The cooldown of Alter Time is reduced by 10 sec.	sweep
63	Fire	hero	449412	Savor the Moment	true			0			When you cast Arcane Surge, its duration is extended by 0.4 sec for each Spellfire Sphere you have, up to 2.0 sec.	sweep
63	Fire	hero	449349	Sunfury Execution	true			0			Arcane Barrage deals 5% increased damage to enemies affected by your Touch of the Magi.	sweep
63	Fire	hero	449627	Lessons in Debilitation	true			0			Your Arcane Phoenix has picked up a few tricks, and will Spellsteal when it is summoned and when it expires.	sweep
63	Fire	hero	1246030	Explosive Potential	true			0			After casting Arcane Surge, your next Blink will cause a Blast Wave at your previous location, dealing 230 Fire damage, knocking enemies back 8 yds, and slowing them by 70% for 6 sec.	sweep
63	Fire	hero	448658	Invocation: Arcane Phoenix	true			0			When you cast Arcane Surge, summon an Arcane Phoenix to aid you in battle. |T5927654:24|t  |cffffffffArcane Phoenix|r Your Arcane Phoenix aids you for the duration of your Arcane Surge, casting random Arcane and Fire spells.	sweep
63	Fire	hero	449293	Mana Cascade	true			0			Casting Arcane Blast or Arcane Barrage grants you 0.5% Haste for 10 sec. Stacks up to 10 times. Multiple instances may overlap.	sweep
63	Fire	talent	108853	Fire Blast	false		1	500	14000		Blasts the enemy, critically striking for 837 Fire damage. Castable while casting other spells.	sweep
63	Fire	talent	190319	Combustion	false			120000			Engulfs you in flames for 10 sec, increasing your spells' critical strike chance by 100%. Castable while casting other spells.	sweep
63	Fire	talent	11366	Pyroblast	false			0			Hurls an immense fiery boulder that causes 2,547 Fire damage.	sweep
63	Fire	talent	383391	Feel the Burn	true			0			Fire Blast increases your mastery by 2% for 4 sec. Multiple applications may overlap.	sweep
63	Fire	talent	450831	Fire's Ire	true			0			Your spell critical strike chance is increased by 2.5%. Combustion increases your critical strike damage by 2.5%.	sweep
63	Fire	talent	383967	Slow Burn	true			0			Combustion grants mastery equal to 75% of your Critical Strike stat. Combustion causes your spells to apply Ignite at 15% increased effectiveness.	sweep
63	Fire	talent	1254512	Burn It All	true			0			Combustion grants you 10% increased spell damage plus an additional 20% of your critical strike chance as spell damage.	sweep
63	Fire	talent	205029	Flame On	true			0			Fire Blast gains 1 additional charge and its cooldown is reduced by 2.0 sec.	sweep
63	Fire	talent	269650	Pyroclasm	true			0			Consuming Hot Streak has a 15% chance to make your next non-instant Pyroblast or Flamestrike cast within 15 sec deal 230% additional damage. Maximum 2 stacks.	sweep
63	Fire	talent	1254857	Deep Impact	true			0			The enemy closest to the center of Meteor's impact takes 75% increased damage. 	sweep
63	Fire	talent	383810	Fevered Incantation	true			0			Each consecutive critical strike you deal increases critical strike damage you deal by 1%, up to 4% for 6 sec.	sweep
63	Fire	talent	153561	Meteor	false			45000			Calls down a meteor which lands at the target location after 3 sec, dealing 3,821 Fire damage to all enemies, and burns the ground, dealing 1,766 Fire damage over 4 sec to all enemies in the area. Damage reduced beyond 8 targets.	sweep
63	Fire	talent	1254194	Kindling	true			0			Combustion's cooldown is reduced by 60 sec.	sweep
63	Fire	talent	387044	Fervent Flickering	true			0			Fire Blast gains 1 additional charge and its damage is increased by 25%.	sweep
63	Fire	talent	117216	Critical Mass	true			0			Your spells have a 4% increased chance to deal a critical strike. You gain 10% more of the Critical Strike stat from all sources.	sweep
63	Fire	talent	31661	Dragon's Breath	false			45000			Enemies in a 12 yd cone in front of you take 284 Fire damage and are disoriented for 4 sec. Damage will cancel the effect.	sweep
63	Fire	talent	157980	Supernova	false			45000			Pulses arcane energy around the target enemy or ally, dealing 146 Arcane damage to all enemies within 8 yds, and knocking them upward. A primary enemy target will take 100% increased damage.	sweep
63	Fire	talent	1244087	Time Walk	true			0			Alter Time resets the cooldown of Blink and Shimmer when you return to your original location.	sweep
63	Fire	talent	1244090	Temporal Realignment	true			0			Upon dropping below 25% health, your past self corrects your timeline, casting Alter Time and instantly returning 50% of your maximum health.	sweep
63	Fire	talent	321708	Improved Blazing Barrier	true			0			Blazing Barrier's damage is increased by 200% and it now cauterizes your wounds, healing you for 15% of the damage it absorbs.	sweep
63	Fire	talent	1244107	Charm of Medivh	true			0			Your Mastery is increased by 3%.	sweep
63	Fire	talent	1244105	Charm of Aegwynn	true			0			The critical strike damage of your spells is increased by 5%.	sweep
63	Fire	talent	210476	Master of Escape	true			0			Reduces the cooldown of Invisibility by 60 sec.	sweep
63	Fire	talent	458437	Inspired Intellect	true			0			Arcane Intellect grants you an additional 2% Intellect.	sweep
63	Fire	talent	390218	Overflowing Energy	true			0			Each time your Arcane Barrage, Fireball, or Frostbolt fails to critically strike, it gains 10% increased critical strike chance. Critical strike bonus is removed when the affected spell critically strikes.	sweep
63	Fire	talent	1244025	Improved Conjuration	true			0			Mirror Image's cooldown is reduced by 30 sec.	sweep
63	Fire	talent	342344	From the Ashes	true			0			Fire Blast damage increased by 15%.  Your direct damage spells reduce the cooldown of Fire Blast by 0.50 sec.	sweep
63	Fire	talent	453282	Flame Accelerant	true			0			The cast time of Pyroblast and Flamestrike is reduced by 20%.	sweep
63	Fire	talent	384174	Master of Flame	true			0			Ignite deals 15% more damage when Combustion is not active. Fire Blast now spreads an additional 50% of your Ignite.	sweep
63	Fire	talent	383634	Fiery Rush	true			0			While Combustion is active, Fire Blast recharges 50% faster.	sweep
63	Fire	talent	1254865	Cinderstorm	true			0			Casting Pyroblast or Flamestrike has a 8% chance to summon a storm of 5 cinders that pursue your target. Upon reaching your target, each cinder deals 849 Fire damage, applies Ignite at 100% effectiveness, and spreads 50% of your Ignite to up to 1 nearby target.	sweep
63	Fire	talent	457803	Molten Fury	true			0			Damage dealt to targets below 30% health is increased by 15%.	sweep
63	Fire	talent	343230	Mote of Flame	true			0			All Fire damage dealt increased by 3%.	sweep
63	Fire	talent	416719	Blast Zone	true			0			Meteor's cooldown is reduced by 15 sec.	sweep
63	Fire	talent	383669	Controlled Destruction	true			0			Damaging an enemy with Fireball, Pyroblast, or Flamestrike increases the damage it receives from Ignite by 0.2%. Stacks up to 50 times.	sweep
63	Fire	talent	416714	Intensifying Flame	true			0			While Ignite is on 3 or fewer enemies it flares up dealing an additional 30% of its damage to affected targets.	sweep
63	Fire	talent	86949	Cauterize	true			0			Fatal damage instead brings you to 35% health and then burns you for 28% of your maximum health over 6 sec. While burning, movement slowing effects are suppressed and your movement speed is increased by 150%. This effect cannot occur more than once every 6 min.	sweep
63	Fire	talent	1254828	Wildfire	true			0			Fire Blast damage increased by 10% and it now spreads Ignite to 1 additional target.	sweep
63	Fire	talent	416094	Fuel the Fire	true			0			Flamestrike has a chance equal to 100% of your spell critical strike chance to build up to a Hot Streak. Flamestrike deals 5% increased damage for each enemy it damages, up to 25%.	sweep
63	Fire	talent	1254756	Ignition	true			0			Fire Blast now spreads 50% of your target's Ignite to 1 enemy. Flamestrike applies 15% more Ignite.	sweep
63	Fire	talent	450746	Scald	true			0			Fireball always critically strikes enemies below 30% health. When Fireball or Scorch damage an enemy below 30% health, Fireball deals 25% increased damage and Scorch deals 250% increased damage.	sweep
63	Fire	talent	2120	Flamestrike	false			0			Calls down a pillar of fire, burning all enemies within the area for 1,273 Fire damage. Deals reduced damage beyond 8 targets. |cFFFFFFFFThis spell is cast at a selected location.|r	sweep
63	Fire	talent	1254851	Flamestrike	false			0			Calls down a pillar of fire on your target, burning all enemies within the area for 1,273 Fire damage. Deals reduced damage beyond 8 targets. |cFFFFFFFFThis spell is cast at your target.|r	sweep
63	Fire	talent	457735	Heat Shimmer	true			0			While Combustion is not active, damage from Ignite has a small chance to make your next Scorch instant, deal 100% increased damage, and deal damage as though your target was below 30% health.	sweep
63	Fire	talent	451875	Spontaneous Combustion	true			0			Casting Combustion refreshes up to 1 charge of Fire Blast.	sweep
63	Fire	hero	1262845	Elemental Conduit	true			0			Meteor and Pyroblast now apply Ignite. Your Haste is increased by 2%.	sweep
63	Fire	hero	1262844	Molten Chill	true			0			Your Frostfire spells apply Ignite at 10% increased effectiveness.	sweep
63	Fire	hero	1262843	Duality	true			0			Casting Glacial Spike also casts a Pyroblast, dealing 3,742 Fire damage.	sweep
63	Fire	hero	1260616	Spellfire Salvo	true			0			Arcane Salvo can stack 5 additional times. Meteorite damage increased by 15%.	sweep
63	Fire	hero	1260673	Pyrocosm	true			0			Each wave of Arcane Missiles has a 10% chance to summon a Meteorite. When a Meteorite lands, you have a 5% chance to gain Clearcasting.	sweep
63	Fire	hero	449394	Glorious Incandescence	true			0			Arcane Barrage summons 1 Meteorite for every 6 Arcane Salvo stacks consumed. |T1033911:24|t |cffffffffMeteorite|r Calls down a meteorite which lands at the target location after 3 sec, dealing 433 Fire damage to all enemies hit, reduced beyond 8 targets.	sweep
63	Fire	hero	431044	Frostfire Bolt	false			0			Launches a bolt of frostfire at the enemy, causing 1,101 Frostfire damage, slowing movement speed by 50%, and causing an additional 108 Frostfire damage over 8 sec.	sweep
63	Fire	talent	1270847	Improved Remove Curse	true			0			Casting Remove Curse on a friendly target also casts it on yourself, but its cooldown is increased by 20 sec.	sweep
63	Fire	talent	1270865	Improved Counterspell	true			0			Counterspell prevents casting for an additional 1.0 sec.	sweep
63	Fire	talent	1270845	Mana Confluence	true			0			Your mana costs are reduced by 5%.	sweep
63	Fire	talent	461261	Brainstorm	true			0			Gaining Hot Streak increases your Intellect by 1% for 8 sec. Multiple instances may overlap.	sweep
63	Fire	talent	1270827	Improved Spellsteal	true			0			Spellsteal repeats its effect after 4 sec, but it now has a cooldown of 4.0 sec.	sweep
63	Fire	talent	417467	Inflame	true			0			Hot Streak increases the amount of Ignite damage from Pyroblast or Flamestrike by an additional 25%.	sweep
63	Fire	talent	1271171	Conflagration	true			0			Fire Blast deals 170 additional Fire damage to up to 8 nearby enemies.	sweep
63	Fire	talent	1271177	Burnout	true			0			When Combustion expires, all of your active Ignites explode, dealing 75% of their remaining damage.	sweep
63	Fire	talent	451466	Pyromaniac	true			0			Casting Pyroblast or Flamestrike while Hot Streak is active has a 6% chance to repeat the spell cast at 50% effectiveness. This effect counts as consuming Hot Streak.	sweep
63	Fire	talent	205026	Firestarter	true			0			Your Fireball and Pyroblast spells always deal a critical strike when the target is above 90% health.	sweep
63	Fire	talent	2948	Scorch	false			0			Scorches an enemy for 424 Fire damage. When cast on a target below 30% health, Scorch is a guaranteed critical strike. Castable while moving.	sweep
63	Fire	talent	1257343	Fired Up	true			0			Consuming Hot Streak has a 20% chance to grant you a stack of Fired Up, increasing your Fire damage by 4% for 12 sec. Multiple applications may overlap.	sweep
63	Fire	talent	1257349	Fired Up	true			0			Gaining Fired Up reduces the cooldown of Fire Blast by 2.5 sec. All Fire damage dealt is increased by 3%.	sweep
63	Fire	talent	1257348	Fired Up	true			0			Combustion significantly increases your chance of gaining Fired Up, reducing each time you gain Fired Up. Additionally Fired Up now extends Combustion's duration by 1.0 sec.	sweep
64	Frost	talent	30449	Spellsteal	false			0			Steals a beneficial magic effect from the target. This effect lasts a maximum of 2 min.	sweep
64	Frost	talent	414659	Ice Cold	true			0			Ice Block now reduces all damage taken by 70% for 6 sec but no longer grants Immunity, prevents movement, attacks, or casting spells. Does not incur the Global Cooldown.	sweep
64	Frost	talent	1265517	Permafrost Bauble	true			0			The cooldown of Ice Block and Ice Cold are reduced by 30 sec.	sweep
64	Frost	talent	386763	Freezing Cold	true			0			Enemies hit by Cone of Cold are frozen in place for 5 sec instead of snared. When your roots expire or are dispelled, your target is snared by 80%, decaying over 3 sec.	sweep
64	Frost	talent	157997	Ice Nova	false			25000			Causes a whirl of icy wind around the enemy, dealing 586 Frost damage to the target and all other enemies within 8 yds, freezing them in place for 2 sec. Damage reduced beyond 8 targets.	sweep
64	Frost	talent	113724	Ring of Frost	false			45000			Summons a Ring of Frost for 10 sec at the target location. Enemies entering the ring are incapacitated for 10 sec. Limit 10 targets. When the incapacitate expires, enemies are slowed by 65% for 4 sec.	sweep
