specID	specName	source	spellID	name	passive	selected	charges	cooldownMS	rechargeMS	overrideSpellID	description	origin
252	Unholy	talent	207167	Blinding Sleet	false			60000			Targets in a cone in front of you are blinded, causing them to wander disoriented for 5 sec. Damage may cancel the effect. When Blinding Sleet ends, enemies are slowed by 50% for 6 sec.	sweep
252	Unholy	talent	207104	Runic Attenuation	true			0			Auto attacks have a chance to generate 3 Runic Power.	sweep
252	Unholy	talent	205727	Anti-Magic Barrier	true			0			Reduces the cooldown of Anti-Magic Shell by 20 sec and increases its duration and amount absorbed by 40%.	sweep
252	Unholy	talent	374383	Assimilation	true			0			The cooldown of Anti-Magic Zone is reduced by 60 sec and its duration is increased by 2 sec.	sweep
252	Unholy	talent	457574	Unyielding Will	true			0			Anti-Magic Shell now removes all harmful magical effects when activated, but its cooldown is increased by 20 sec.	sweep
252	Unholy	talent	391566	Insidious Chill	true			0			Your auto-attacks reduce the target's auto-attack speed by 5% for 30 sec, stacking up to 4 times.	sweep
252	Unholy	talent	391571	Gloom Ward	true			0			Absorbs are 15% more effective on you. 	sweep
252	Unholy	talent	454851	Vestigial Shell	true			0			Casting Anti-Magic Shell grants 2 nearby allies a Lesser Anti-Magic Shell that Absorbs up to 10,782 magic damage and reduces the duration of harmful Magic effects against them by 50%. 	sweep
252	Unholy	talent	206967	Will of the Necropolis	true			0			Damage taken below 30% Health is reduced by 20%.	sweep
252	Unholy	talent	454788	Runic Protection	true			0			Your chance to be critically struck is reduced by 3% and your Armor is increased by 6%.	sweep
252	Unholy	talent	374598	Blood Draw	true			0			When you fall below 30% health you drain 3,063 health from nearby enemies, the damage you take is reduced by 10% and your Death Strike cost is reduced by 10 for 8 sec. Can only occur every 2 min.	sweep
252	Unholy	talent	273952	Grip of the Dead	true			0			Death and Decay reduces the movement speed of enemies within its area by 90%, decaying by 10% every sec.	sweep
252	Unholy	talent	389682	Unholy Endurance	true			0			Increases Lichborne duration by 2 sec and reduces the cooldown by 30 sec. 	sweep
252	Unholy	talent	111673	Control Undead	false			0			Dominates the target undead creature up to level 91, forcing it to do your bidding for 5 min.	sweep
252	Unholy	talent	1267028	Blood Bond	true			0			While you are below 50% health, your Ghoul sacrifices 4% of its maximum health to heal you for 1% of your maximum health every sec.	sweep
252	Unholy	talent	374504	Brittle	true			0			Your diseases have a chance to weaken your enemy causing your attacks against them to deal 6% increased damage for 5 sec.	sweep
252	Unholy	talent	221562	Asphyxiate	false			45000			Lifts the enemy target off the ground, crushing their throat with dark energy and stunning them for 5 sec.	sweep
252	Unholy	talent	276079	Death's Reach	true			0			Increases the range of Death Grip by 10 yds. Killing an enemy that yields experience or honor resets the cooldown of Death Grip.	sweep
252	Unholy	talent	51052	Anti-Magic Zone	false			240000			Places an Anti-Magic Zone for 6 sec, reducing the magic damage taken by party or raid members by 15%.	sweep
252	Unholy	talent	207200	Permafrost	true			0			Your auto attack damage grants you an absorb shield equal to 40% of the damage dealt.	sweep
252	Unholy	talent	374277	Improved Death Strike	true			0			Death Strike's cost is reduced by 10, and its healing is increased by 60%.	sweep
252	Unholy	talent	48263	Veteran of the Third War	true			0			Stamina increased by 20%. 	sweep
252	Unholy	talent	374265	Unholy Momentum	true			0			Increases Haste by 2%.	sweep
252	Unholy	talent	49998	Death Strike	false			0			Focuses dark power into a strike that deals 3,908 Physical damage and heals you for 20.00% of all damage taken in the last 5 sec, minimum 7.0% of maximum health.	sweep
252	Unholy	talent	46585	Raise Dead	false			120000			Raises a ghoul to fight by your side.  You can have a maximum of one ghoul at a time. Lasts 1 min.	sweep
252	Unholy	talent	316916	Cleaving Strikes	true			0				sweep
252	Unholy	talent	391546	March of Darkness	true			0			Death's Advance grants an additional 25% movement speed over the first 3 sec.	sweep
252	Unholy	talent	212552	Wraith Walk	false			60000			Embrace the power of the Shadowlands, removing all root effects and increasing your movement speed by 70% for 4 sec. Taking any action cancels the effect. While active, your movement speed cannot be reduced below 170%.	sweep
252	Unholy	talent	48743	Death Pact	false			120000			Create a death pact that heals you for 50% of your maximum health, but absorbs incoming healing equal to 30% of your max health for 15 sec.	sweep
252	Unholy	talent	374261	Unholy Bond	true			0			Increases the effectiveness of your Runeforge effects by 20%.	sweep
252	Unholy	talent	374030	Blood Scent	true			0			Increases Leech by 3%.	sweep
252	Unholy	talent	374574	Rune Mastery	true			0			Consuming a Rune has a chance to increase your Strength by 3% for 8 sec.	sweep
252	Unholy	talent	454822	Subduing Grasp	true			0			When you would pull an enemy, the damage they deal to you is reduced by 6% for 6 sec.	sweep
252	Unholy	talent	48792	Icebound Fortitude	false			120000			Your blood freezes, granting immunity to Stun effects and reducing all damage you take by 30% for 8 sec.	sweep
252	Unholy	talent	378848	Coldthirst	true			0			Successfully interrupting an enemy with Mind Freeze grants 10 Runic Power and reduces its cooldown by 3 sec.	sweep
252	Unholy	talent	47528	Mind Freeze	false			15000			Smash the target's mind with cold, interrupting spellcasting and preventing any spell in that school from being cast for 5 sec.	sweep
252	Unholy	talent	194878	Icy Talons	true			0			Your Runic Power spending abilities increase your melee attack speed by 6% for 10 sec, stacking up to 3 times.	sweep
252	Unholy	talent	454786	Ice Prison	true			0			Chains of Ice now also roots enemies for 4 sec but its cooldown is increased to 12 sec.	sweep
252	Unholy	talent	374049	Suppression	true			0			Damage taken from area of effect attacks reduced by 3%. When suffering a loss of control effect, this bonus is increased by an additional 6% for 6 sec.	sweep
252	Unholy	talent	454835	Osmosis	true			0			Anti-Magic Shell increases healing received by 15%.	sweep
252	Unholy	talent	390196	Magus of the Dead	true			0			Dark Transformation and Army of the Dead summon a Magus of the Dead who hurls Frostbolts and Shadow Bolts at your foes for 15 sec.	sweep
252	Unholy	talent	390259	Commander of the Dead	true			0			Dark Transformation empowers your Gargoyle, Abomination, Magus and Lesser Ghouls for 30 sec, increasing their damage by 25%. The duration of Lesser Ghouls are increased by 0% of your Mastery.	sweep
252	Unholy	talent	377440	Unholy Aura	true			0			Each Magus of the Dead under your command grants you 1.0% Haste.	sweep
252	Unholy	talent	377590	Ancient Power	true			0			Spending Runic Power increases your Strength by 0.50% for 20 sec. Multiple applications may overlap.	sweep
252	Unholy	talent	1290864	Cycle of Death	true			0			Putrefy reduces the cooldown of Death and Decay by 1.0 sec. Death and Decay reduces the cooldown of Putrefy by 0.3 sec for each enemy it damages, up to 3.0 sec.	sweep
